claim_id,category,market,amount,currency,gold_label,gold_policy_clause
CLM-0273,entertainment,US,188.66,USD,green,§3.4 Entertainment — US per-head cap USD 130
CLM-0274,miscellaneous,DE,1230.6,EUR,green,§3.5 Miscellaneous — DE conference/training cap EUR 1600
CLM-0275,meals,IN,1982.0,INR,green,§3.1 Meals — IN solo cap INR 2500
CLM-0276,travel,UK,678.48,GBP,green,§3.2 Travel — UK long-haul economy cap GBP 900
CLM-0277,accommodation,US,391.48,USD,amber,§3.3 Accommodation — US Tier 1 cap USD 380 (110% boundary)
CLM-0278,entertainment,DE,303.76,EUR,amber,§3.4 Entertainment — DE per-head cap EUR 100 (110% boundary)
CLM-0279,miscellaneous,IN,104829.0,INR,red,§3.5 Miscellaneous — IN conference cap INR 80000 (above 110%)
CLM-0280,meals,UK,22.49,GBP,green,§3.1 Meals — UK solo cap GBP 40
CLM-0281,travel,US,1093.72,USD,green,§3.2 Travel — US long-haul economy cap USD 1200
CLM-0282,accommodation,DE,179.84,EUR,green,§3.3 Accommodation — DE Tier 1 cap EUR 240
CLM-0283,entertainment,IN,7780.0,INR,green,§3.4 Entertainment — IN per-head cap INR 5500
CLM-0284,miscellaneous,UK,1041.09,GBP,green,§3.5 Miscellaneous — UK conference/training cap GBP 1500
CLM-0285,meals,US,31.22,USD,green,§3.1 Meals — US solo cap USD 50
CLM-0286,travel,DE,694.72,EUR,green,§3.2 Travel — DE long-haul economy cap EUR 950
CLM-0287,accommodation,IN,16094.0,INR,amber,§3.3 Accommodation — IN Tier 1 cap INR 16000 (110% boundary)
CLM-0288,entertainment,UK,227.2,GBP,amber,§3.4 Entertainment — UK per-head cap GBP 110 (110% boundary)
CLM-0289,miscellaneous,US,2775.7,USD,red,§3.5 Miscellaneous — US conference cap USD 2000 (above 110%)
CLM-0290,meals,DE,34.17,EUR,green,§3.1 Meals — DE solo cap EUR 45
CLM-0291,travel,IN,44781.0,INR,green,§3.2 Travel — IN long-haul economy cap INR 60000
CLM-0292,accommodation,UK,239.06,GBP,green,§3.3 Accommodation — UK Tier 1 cap GBP 280
CLM-0293,entertainment,US,188.94,USD,green,§3.4 Entertainment — US per-head cap USD 130
CLM-0294,miscellaneous,DE,1090.6,EUR,green,§3.5 Miscellaneous — DE conference/training cap EUR 1600
CLM-0295,meals,IN,1896.0,INR,green,§3.1 Meals — IN solo cap INR 2500
CLM-0296,travel,UK,672.15,GBP,green,§3.2 Travel — UK long-haul economy cap GBP 900
CLM-0297,accommodation,US,395.56,USD,amber,§3.3 Accommodation — US Tier 1 cap USD 380 (110% boundary)
CLM-0298,entertainment,DE,308.99,EUR,amber,§3.4 Entertainment — DE per-head cap EUR 100 (110% boundary)
CLM-0299,miscellaneous,IN,111433.0,INR,red,§3.5 Miscellaneous — IN conference cap INR 80000 (above 110%)
